asset_id,cycle,vibration_level,oil_debris_count,engine_temp_c,pressure_ratio,fuel_flow_rate,rotational_speed_rpm
AC-1001,93,1.845,9.2,644.8,13.27,2.001,12802.0
AC-1001,94,2.21,9.2,641.0,13.08,2.066,12814.3
AC-1001,95,1.695,12.5,630.5,13.86,1.946,12768.6
AC-1001,96,2.363,9.5,645.0,13.48,1.935,12841.6
AC-1001,97,1.997,6.6,669.9,12.82,1.9,12809.5
AC-1001,98,2.066,11.6,634.6,14.09,1.908,12926.1
AC-1001,99,2.523,9.6,665.9,13.81,2.121,12810.8
AC-1001,100,2.146,8.3,639.2,14.1,2.022,12833.6
AC-1001,101,2.138,11.3,646.7,12.41,2.088,12772.5
AC-1001,102,1.729,11.1,636.6,13.53,2.067,12840.6
AC-1001,103,2.278,8.1,656.9,13.7,2.043,12828.1
AC-1001,104,2.449,6.9,679.1,13.63,2.083,12800.8
AC-1001,105,2.046,10.7,661.0,13.88,1.994,12751.2
AC-1001,106,1.759,6.7,655.5,13.61,1.933,12839.6
AC-1001,107,1.865,8.0,635.4,13.9,2.057,12724.0
AC-1001,108,1.855,8.8,650.4,12.36,1.99,12821.8
AC-1001,109,2.126,9.8,663.6,14.41,2.018,12755.4
AC-1001,110,2.096,10.9,650.2,13.4,1.91,12774.2
AC-1001,111,1.731,10.4,665.9,13.37,1.981,12768.7
AC-1001,112,1.752,9.8,644.1,13.59,2.016,12733.1
AC-1001,113,2.027,9.1,649.7,13.51,1.99,12743.1
AC-1001,114,1.515,9.6,637.9,13.83,2.151,12786.9
AC-1001,115,1.901,5.4,644.3,13.52,2.099,12771.1
AC-1001,116,1.949,9.5,661.7,14.13,2.077,12836.9
AC-1001,117,1.949,12.8,642.3,13.54,1.958,12764.0
AC-1001,118,2.072,8.3,631.3,13.48,2.02,12817.7
AC-1001,119,2.156,9.2,646.5,13.86,1.97,12825.6
AC-1001,120,2.065,12.1,637.5,13.64,2.048,12756.8
AC-1001,121,2.038,10.3,649.0,13.33,1.991,12859.8
AC-1001,122,2.259,9.8,657.7,13.56,2.029,12819.4
AC-1001,123,1.714,10.6,663.0,13.52,2.032,12763.5
AC-1001,124,1.981,5.4,655.5,13.49,1.992,12819.3
AC-1001,125,2.059,11.8,634.2,13.43,1.974,12814.8
AC-1001,126,2.18,10.3,672.2,13.03,1.888,12843.9
AC-1001,127,1.687,10.4,654.9,12.73,2.02,12764.3
AC-1001,128,2.265,11.3,643.0,13.15,1.91,12810.2
AC-1001,129,1.659,13.1,646.2,13.72,1.946,12716.0
AC-1001,130,2.143,14.5,661.6,13.74,2.021,12684.1
AC-1001,131,1.752,10.3,643.0,14.13,1.945,12895.3
AC-1001,132,1.673,10.9,652.8,13.41,2.007,12769.3
AC-1001,133,1.728,11.1,673.1,13.9,2.04,12776.9
AC-1001,134,2.111,7.5,645.1,13.77,1.876,12831.5
AC-1001,135,1.545,8.4,651.7,12.98,2.055,12832.7
AC-1001,136,1.84,8.7,647.9,13.49,2.15,12783.5
AC-1001,137,2.112,8.8,632.3,14.36,2.051,12794.4
AC-1001,138,1.883,8.7,649.2,14.05,2.117,12855.1
AC-1001,139,2.135,12.1,653.4,13.55,1.917,12807.3
AC-1001,140,1.886,11.3,647.8,13.2,2.023,12776.2
AC-1001,141,1.956,12.3,659.8,13.46,1.967,12800.2
AC-1001,142,1.685,12.3,637.3,12.98,2.099,12741.6
AC-1001,143,2.164,11.2,663.5,13.67,2.018,12843.7
AC-1001,144,2.213,9.2,675.4,13.64,2.024,12825.8
AC-1001,145,2.065,9.3,650.3,14.1,1.907,12900.4
AC-1001,146,2.35,9.5,678.5,13.69,2.078,12845.1
AC-1001,147,2.352,11.9,659.0,13.06,2.059,12752.8
AC-1001,148,1.949,11.6,644.8,13.91,1.999,12808.1
AC-1001,149,1.985,10.4,662.9,13.47,1.852,12770.6
AC-1001,150,2.0,9.5,633.1,13.3,1.906,12865.1
AC-1001,151,2.446,12.0,655.9,13.45,2.182,12771.5
AC-1001,152,1.575,12.4,642.1,13.59,2.132,12809.2
AC-1001,153,2.174,8.4,656.9,13.44,2.01,12720.9
AC-1001,154,1.612,12.3,658.9,13.44,2.071,12742.6
AC-1001,155,1.712,11.2,672.1,13.71,2.079,12906.1
AC-1001,156,2.146,10.2,647.7,14.02,2.12,12758.8
AC-1001,157,2.108,8.7,650.3,13.48,1.929,12748.6
AC-1001,158,1.648,9.7,653.7,13.61,1.935,12817.0
AC-1001,159,2.413,11.2,665.7,13.14,1.965,12725.7
AC-1001,160,1.975,12.9,660.5,13.84,2.07,12847.0
AC-1001,161,1.769,9.1,667.0,13.13,1.996,12781.4
AC-1001,162,1.983,10.7,639.6,13.62,2.094,12823.0
AC-1001,163,1.783,10.6,639.5,13.15,1.962,12729.8
AC-1001,164,1.601,11.4,656.7,13.71,2.014,12901.7
AC-1001,165,2.139,11.6,642.1,13.8,1.884,12843.4
AC-1001,166,1.591,7.3,643.1,12.91,2.141,12743.1
AC-1001,167,2.094,7.3,642.7,14.28,2.016,12765.7
AC-1001,168,1.673,9.9,648.5,13.38,2.099,12775.0
AC-1001,169,2.264,12.2,646.2,13.41,2.018,12755.2
AC-1001,170,1.928,10.3,648.2,13.32,2.059,12784.8
AC-1001,171,1.621,7.3,653.4,13.23,1.943,12858.7
AC-1001,172,2.461,10.4,645.1,13.76,2.024,12798.3
AC-1001,173,2.054,8.8,671.0,14.02,1.99,12851.8
AC-1001,174,1.81,12.6,642.8,14.02,1.887,12871.8
AC-1001,175,2.184,11.1,633.8,13.75,2.02,12805.2
AC-1001,176,1.467,11.2,629.6,13.59,1.937,12805.2
AC-1001,177,1.748,9.6,658.3,13.35,2.009,12823.2
AC-1001,178,2.073,13.4,653.8,13.6,2.097,12805.0
AC-1001,179,1.886,14.1,653.0,14.44,2.01,12779.1
AC-1001,180,1.859,11.4,644.2,13.71,2.151,12812.7
AC-1001,181,1.637,10.0,635.5,13.85,2.096,12754.9
AC-1001,182,1.863,11.6,645.1,13.21,2.132,12774.6
AC-1001,183,2.196,11.6,652.0,13.68,2.123,12800.9
AC-1001,184,2.168,10.0,645.2,13.27,1.916,12802.1
AC-1001,185,2.081,9.4,649.4,13.64,1.933,12839.8
AC-1001,186,2.009,6.4,637.9,13.82,1.91,12818.9
AC-1001,187,2.291,9.2,648.6,13.83,2.15,12785.9
AC-1001,188,2.189,7.7,647.5,13.52,1.975,12768.6
AC-1001,189,2.184,9.8,654.4,13.85,1.893,12805.6
AC-1001,190,1.828,9.1,657.4,13.16,1.935,12808.5
AC-1001,191,2.244,11.2,638.0,13.16,2.054,12782.1
AC-1001,192,2.168,9.1,666.4,13.82,2.057,12776.1
AC-1001,193,2.197,12.9,631.8,13.61,2.059,12854.8
AC-1001,194,1.742,10.6,622.3,13.41,1.92,12765.2
AC-1001,195,1.95,11.7,663.8,13.25,1.991,12824.5
AC-1001,196,1.787,10.0,662.3,13.83,1.964,12881.4
AC-1001,197,2.326,9.3,646.8,13.76,2.044,12754.3
AC-1001,198,1.85,8.5,650.7,13.82,2.02,12761.6
AC-1001,199,1.987,10.8,665.6,13.98,1.858,12741.5
AC-1001,200,2.036,10.6,668.6,13.75,1.938,12726.6
AC-1001,201,1.827,11.5,647.6,13.75,1.971,12784.6
AC-1001,202,1.486,9.4,659.5,12.53,1.872,12723.4
AC-1001,203,2.338,11.9,630.0,13.2,1.831,12772.2
AC-1001,204,1.849,11.3,642.2,13.54,1.983,12756.0
AC-1001,205,1.768,8.8,654.5,13.7,2.074,12772.5
AC-1001,206,1.689,8.6,647.6,13.61,1.897,12790.5
AC-1001,207,1.614,8.3,631.4,13.78,2.075,12766.4
AC-1001,208,1.875,12.5,646.8,13.57,2.061,12824.8
AC-1001,209,2.241,7.5,676.6,13.46,1.844,12843.7
AC-1001,210,1.694,10.5,633.1,13.69,1.909,12847.4
AC-1001,211,2.497,12.6,642.5,13.89,1.915,12784.1
AC-1001,212,2.318,13.9,659.6,13.84,1.908,12776.1
AC-1001,213,2.36,8.4,616.9,12.94,2.024,12725.4
AC-1002,1,1.738,9.1,653.8,13.25,1.965,12742.0
AC-1002,2,2.039,5.9,630.8,13.8,2.054,12752.8
AC-1002,3,2.328,8.9,673.0,13.32,2.104,12768.1
AC-1002,4,1.861,11.8,647.4,13.48,2.092,12866.2
AC-1002,5,1.834,4.6,643.2,13.55,2.04,12792.8
AC-1002,6,1.773,8.8,642.9,14.18,1.932,12853.0
AC-1002,7,2.298,11.4,667.6,14.18,2.001,12733.2
AC-1002,8,1.825,10.5,646.9,13.28,1.928,12801.7
AC-1002,9,2.206,13.5,645.0,13.71,2.262,12840.2
AC-1002,10,2.245,14.1,676.2,14.35,2.008,12782.6
AC-1002,11,1.677,11.9,648.6,13.32,1.888,12938.1
AC-1002,12,2.087,9.8,631.0,13.71,2.098,12823.4
AC-1002,13,2.211,9.5,650.8,12.74,1.971,12869.3
AC-1002,14,1.961,10.8,642.2,14.0,1.919,12893.3
AC-1002,15,2.056,10.6,646.4,13.62,1.969,12763.0
AC-1002,16,2.238,7.8,623.4,13.4,1.872,12776.9
AC-1002,17,2.221,8.4,636.1,13.25,1.882,12834.6
AC-1002,18,1.847,8.8,663.7,13.61,2.026,12801.5
AC-1002,19,1.979,9.0,641.7,13.07,2.004,12794.7
AC-1002,20,2.707,9.9,647.9,13.38,2.061,12715.3
AC-1002,21,2.27,9.5,663.7,13.77,2.005,12768.4
AC-1002,22,1.203,6.1,660.5,13.5,1.962,12807.6
AC-1002,23,2.123,13.1,659.8,13.14,1.882,12733.0
AC-1002,24,1.439,8.1,651.2,14.03,1.991,12844.1
AC-1002,25,1.688,10.1,646.4,13.59,1.91,12724.3
AC-1002,26,2.246,12.5,634.9,12.98,1.886,12824.2
AC-1002,27,2.004,12.3,620.4,13.71,2.09,12832.0
AC-1002,28,2.384,10.2,667.9,13.37,1.969,12758.1
AC-1002,29,1.952,10.1,646.9,13.4,1.928,12770.6
AC-1002,30,1.536,9.1,655.1,13.13,2.195,12850.5
AC-1002,31,1.963,9.7,644.2,14.18,2.017,12741.9
AC-1002,32,2.119,12.4,657.4,13.7,2.008,12824.4
AC-1002,33,1.766,11.2,655.5,13.73,2.053,12711.5
AC-1002,34,2.153,13.2,655.5,13.77,1.847,12792.1
AC-1002,35,2.04,11.3,638.6,13.59,1.883,12753.6
AC-1002,36,1.852,10.6,629.5,13.95,2.053,12874.5
AC-1002,37,2.144,8.0,663.6,13.64,1.885,12783.5
AC-1002,38,2.056,8.4,646.8,13.61,2.087,12834.8
AC-1002,39,2.225,10.3,631.3,13.39,1.951,12819.6
AC-1002,40,2.22,9.0,636.7,13.9,2.017,12808.4
AC-1002,41,2.11,13.3,657.5,13.6,1.908,12750.2
AC-1002,42,1.595,9.3,632.6,13.27,1.856,12816.1
AC-1002,43,2.004,10.3,638.0,13.61,2.031,12866.6
AC-1002,44,1.953,6.1,670.8,13.18,2.1,12770.4
AC-1002,45,2.144,9.5,636.3,13.83,1.932,12776.9
AC-1002,46,1.563,12.1,653.1,13.61,1.932,12796.9
AC-1002,47,1.663,10.5,634.9,13.2,2.009,12862.1
AC-1002,48,1.909,10.1,644.0,13.71,1.997,12824.8
AC-1002,49,2.04,10.8,636.3,13.97,2.054,12775.1
AC-1002,50,2.407,9.6,660.3,13.45,1.978,12828.5
AC-1002,51,1.957,8.8,651.4,13.5,2.052,12848.9
AC-1002,52,2.032,11.1,653.5,12.8,1.995,12859.9
AC-1002,53,1.823,10.9,667.7,13.63,1.939,12714.8
AC-1002,54,2.089,6.3,643.9,13.55,1.992,12866.6
AC-1002,55,2.098,9.1,643.7,13.11,1.874,12768.9
AC-1002,56,2.187,12.3,654.2,13.86,1.934,12785.0
AC-1002,57,2.11,8.1,639.7,13.02,1.827,12790.0
AC-1002,58,2.08,7.8,638.6,13.34,1.965,12775.0
AC-1002,59,1.775,9.5,649.7,13.02,2.105,12833.8
AC-1002,60,2.503,9.3,674.9,13.39,2.066,12858.8
AC-1002,61,1.809,8.6,669.8,13.49,1.993,12801.7
AC-1002,62,1.32,10.1,641.3,13.59,2.077,12790.3
AC-1002,63,1.788,10.4,642.7,13.09,1.909,12783.1
AC-1002,64,2.097,8.7,639.3,13.27,2.125,12901.6
AC-1002,65,2.354,8.5,663.4,13.74,2.171,12717.6
AC-1002,66,2.096,9.5,633.1,13.58,2.01,12780.7
AC-1002,67,1.908,9.7,656.2,13.6,1.984,12752.4
AC-1002,68,2.348,6.0,634.3,14.17,1.877,12836.6
AC-1002,69,1.496,11.1,630.7,12.96,2.005,12841.0
AC-1002,70,2.256,6.9,634.3,13.74,2.034,12819.5
AC-1002,71,2.185,8.7,642.4,13.62,1.998,12821.9
AC-1002,72,1.897,9.5,659.8,13.89,2.0,12798.6
AC-1002,73,1.749,9.4,656.3,13.58,1.957,12794.1
AC-1002,74,1.522,8.7,676.1,13.7,1.871,12748.2
AC-1002,75,2.015,11.9,658.0,13.72,2.101,12742.7
AC-1002,76,2.008,9.8,645.6,13.61,2.165,12885.5
AC-1002,77,1.981,8.9,679.5,13.73,2.062,12637.2
AC-1002,78,2.264,6.8,649.0,12.89,1.842,12835.2
AC-1002,79,2.358,5.6,641.5,13.02,2.111,12819.4
AC-1002,80,2.202,10.4,661.7,14.07,1.934,12811.6
AC-1002,81,1.713,9.6,658.9,13.0,2.058,12794.7
AC-1002,82,2.354,8.5,676.2,13.38,2.013,12794.4
AC-1002,83,2.029,10.6,658.8,13.39,1.968,12731.1
AC-1002,84,1.555,7.4,644.3,13.44,2.026,12753.9
AC-1002,85,1.936,7.1,673.6,13.46,1.945,12783.4
AC-1002,86,2.052,11.1,662.7,13.82,2.043,12791.8
AC-1002,87,1.809,10.4,639.9,13.5,2.036,12832.1
AC-1002,88,1.892,9.6,663.2,13.75,1.895,12835.9
AC-1002,89,1.841,9.5,626.9,13.43,2.024,12789.8
AC-1002,90,1.96,6.7,652.7,13.71,1.943,12808.7
AC-1002,91,1.766,10.4,661.9,13.12,1.979,12741.4
AC-1002,92,1.932,8.2,646.2,13.81,2.01,12799.0
AC-1002,93,1.879,12.3,666.7,13.71,1.949,12878.4
AC-1002,94,1.537,6.9,663.7,12.95,2.212,12768.2
AC-1002,95,2.121,11.3,660.1,13.22,1.907,12711.7
AC-1002,96,2.238,9.1,655.3,13.49,1.969,12828.7
AC-1002,97,2.007,8.8,659.3,13.89,2.094,12763.5
AC-1002,98,1.636,14.7,647.8,13.8,2.051,12846.9
AC-1002,99,1.894,10.5,674.9,13.03,1.97,12808.3
AC-1002,100,2.246,10.7,635.9,12.86,1.856,12767.1
AC-1002,101,2.116,10.4,656.1,13.22,2.173,12816.2
AC-1002,102,1.702,13.1,660.1,13.36,2.016,12807.1
AC-1002,103,1.987,13.3,649.3,13.0,1.902,12804.8
AC-1002,104,1.887,13.3,637.7,13.47,2.084,12792.1
AC-1002,105,1.848,7.5,645.0,14.02,1.927,12791.4
AC-1002,106,2.371,7.1,638.9,13.45,2.006,12804.4
AC-1002,107,1.837,7.8,643.3,13.75,1.963,12836.7
AC-1002,108,1.821,6.5,651.5,13.02,1.896,12824.7
AC-1002,109,2.346,9.9,659.5,13.17,2.018,12682.2
AC-1002,110,1.931,5.1,659.6,13.65,2.013,12810.6
AC-1002,111,1.805,12.7,649.9,13.71,2.087,12849.3
AC-1002,112,2.113,8.0,642.3,13.18,1.947,12687.1
AC-1002,113,1.742,11.6,649.5,13.72,1.873,12804.9
AC-1002,114,1.949,10.4,633.2,13.57,1.934,12794.9
AC-1002,115,2.094,11.3,663.8,13.54,1.931,12818.3
AC-1002,116,2.704,10.5,645.6,14.22,2.026,12793.3
AC-1002,117,1.884,11.1,665.3,12.8,1.905,12920.8
AC-1002,118,1.95,15.1,646.1,13.28,1.989,12832.7
AC-1002,119,1.74,9.4,656.2,13.19,1.965,12817.5
AC-1002,120,1.786,11.3,657.8,13.65,2.005,12757.6
AC-1002,121,1.509,8.6,661.1,13.62,2.076,12767.3
AC-1002,122,2.244,10.8,639.2,13.95,2.101,12783.3
AC-1002,123,2.655,7.7,643.0,13.18,2.144,12741.4
AC-1002,124,1.787,9.6,651.1,13.51,2.04,12753.8
AC-1002,125,1.932,9.8,639.0,13.93,1.861,12819.1
AC-1002,126,1.665,11.5,670.5,13.92,2.059,12905.8
AC-1002,127,2.338,10.0,651.0,13.3,1.952,12758.8
AC-1002,128,2.482,9.2,633.4,13.28,1.879,12778.1
AC-1002,129,1.799,12.8,631.9,13.23,2.055,12811.6
AC-1002,130,2.217,9.9,636.0,13.3,1.897,12783.1
AC-1002,131,2.019,9.8,623.6,13.69,1.856,12830.0
AC-1002,132,1.835,6.1,672.0,13.25,1.985,12734.8
AC-1002,133,2.021,9.8,663.2,13.96,2.111,12802.2
AC-1002,134,1.921,8.1,647.5,13.94,2.068,12779.7
AC-1002,135,1.491,8.8,636.8,13.4,2.027,12790.1
AC-1002,136,2.328,11.8,642.0,13.66,2.044,12803.2
AC-1002,137,1.74,9.3,660.7,13.24,1.872,12780.0
AC-1002,138,1.597,11.5,663.7,13.34,2.179,12782.2
AC-1002,139,2.303,8.9,646.2,13.45,1.903,12735.2
AC-1002,140,1.996,8.9,640.7,14.06,1.833,12845.1
AC-1002,141,2.082,10.7,653.3,13.75,1.936,12830.9
AC-1002,142,1.9,8.9,643.3,13.89,2.013,12817.9
AC-1002,143,2.159,9.0,647.5,12.46,1.901,12738.2
AC-1002,144,1.98,12.5,669.8,13.37,1.948,12826.8
AC-1002,145,2.128,8.9,643.5,13.68,2.151,12768.5
AC-1002,146,1.942,8.8,635.8,13.01,1.943,12838.3
AC-1002,147,2.089,14.8,636.9,13.2,1.992,12789.7
AC-1002,148,1.742,7.9,649.5,14.34,1.987,12817.1
AC-1002,149,2.18,9.1,654.1,13.6,2.039,12818.5
AC-1002,150,1.74,9.6,665.0,13.55,2.074,12823.2
AC-1002,151,1.908,11.0,642.8,12.91,2.101,12696.4
AC-1002,152,1.615,7.1,667.9,13.31,1.904,12804.6
AC-1002,153,2.403,8.5,639.5,13.17,1.963,12769.5
AC-1002,154,2.025,9.0,654.9,13.15,2.017,12768.2
AC-1002,155,1.998,9.5,631.3,13.31,2.095,12842.1
AC-1002,156,2.2,9.2,657.3,13.84,1.896,12844.3
AC-1002,157,1.849,10.6,656.4,13.61,1.844,12840.6
AC-1002,158,2.072,7.8,631.9,13.55,1.944,12793.5
AC-1002,159,1.973,7.9,645.1,13.58,2.092,12816.4
AC-1002,160,2.356,8.6,647.2,13.36,1.944,12757.5
AC-1002,161,1.991,9.6,659.9,13.41,1.864,12743.8
AC-1002,162,1.739,10.8,660.1,12.55,1.969,12856.9
AC-1002,163,2.141,10.1,650.1,13.55,1.943,12852.4
AC-1002,164,1.751,10.0,647.4,13.69,2.047,12762.5
AC-1002,165,1.77,11.5,648.1,13.18,1.979,12838.1
AC-1002,166,2.405,9.7,628.5,13.8,1.987,12842.6
AC-1002,167,2.414,7.1,644.3,13.38,2.044,12852.2
AC-1002,168,2.1,12.0,635.1,13.21,2.066,12785.3
AC-1002,169,1.96,8.1,668.5,13.23,1.953,12803.2
AC-1002,170,2.181,8.5,654.5,13.4,1.963,12784.0
AC-1002,171,2.142,6.9,656.4,13.36,2.07,12826.2
AC-1002,172,2.244,13.1,649.4,13.63,1.947,12789.3
AC-1002,173,1.991,7.6,659.0,14.01,2.004,12766.6
AC-1002,174,1.696,5.5,655.4,13.6,2.056,12759.0
AC-1002,175,2.447,10.6,654.9,13.48,2.069,12810.8
AC-1002,176,2.236,9.9,664.6,13.96,2.115,12813.2
AC-1002,177,2.116,7.3,634.1,13.4,1.991,12798.6
AC-1002,178,1.977,11.5,649.3,13.67,1.841,12858.7
AC-1002,179,2.208,8.8,651.9,13.91,2.03,12783.3
AC-1002,180,1.659,11.0,641.1,13.18,2.022,12737.5
AC-1002,181,2.221,8.5,644.0,14.19,1.987,12805.7
AC-1002,182,1.803,14.5,658.4,13.86,2.094,12887.8
AC-1002,183,2.294,9.8,618.9,13.26,1.842,12744.5
AC-1002,184,2.478,12.9,626.7,14.01,2.008,12813.0
AC-1002,185,1.72,7.3,642.9,13.05,1.876,12886.8
AC-1002,186,1.924,9.6,661.1,13.12,2.068,12853.1
AC-1002,187,1.968,11.2,654.0,13.71,2.061,12782.2
AC-1002,188,2.221,7.6,642.8,13.86,2.086,12828.5
AC-1002,189,2.174,11.4,657.1,14.07,1.985,12733.9
AC-1002,190,2.101,7.8,661.2,13.32,1.966,12792.4
AC-1002,191,2.134,8.8,652.7,13.61,2.072,12822.0
AC-1002,192,1.885,7.1,655.0,13.54,1.763,12863.6
AC-1002,193,1.886,9.6,632.7,13.91,1.829,12794.7
AC-1002,194,2.001,9.0,666.4,13.82,2.105,12822.2
AC-1002,195,2.019,9.2,658.4,13.98,2.094,12811.9
AC-1002,196,1.824,7.7,660.5,13.35,1.894,12744.0
AC-1002,197,1.947,10.6,649.2,13.64,1.894,12850.5
AC-1002,198,2.071,11.6,641.1,13.44,2.073,12736.0
AC-1002,199,1.737,10.9,667.9,13.45,2.011,12837.6
AC-1002,200,2.123,15.1,661.3,13.04,2.098,12767.8
AC-1002,201,2.117,7.2,667.9,13.28,2.017,12753.5
AC-1002,202,1.952,13.3,640.3,13.05,1.896,12805.6
AC-1002,203,1.852,9.6,632.5,13.24,2.036,12765.5
AC-1002,204,2.562,7.7,655.5,13.73,2.03,12886.6
AC-1002,205,2.151,11.1,647.0,13.47,2.022,12777.3
AC-1002,206,1.854,6.8,649.2,13.6,1.974,12788.1
AC-1002,207,1.683,13.2,654.2,13.64,2.065,12784.3
